,product_name,new_price,old_price,discount_ratio,shipping,rating_point,rating_number,seller_name,seller_point,price_class
0,Erkek Çocuk Keten Spor Ayakkabı,29.0,89.0,67,freeShipping,30,2,OdesaAyakkabı,84,1
1,Kadın Casual Bağcıklı Spor Ayakkabı,44.0,99.0,55,freeShipping,0,0,OdesaAyakkabı,84,1
2,Ayakland Nprs 75 Air Günlük Bayan Spor Ayakkabı Siyah-Beyaz,49.0,54.0,9,freeShipping,100,1,AykaButik,100,1
3,Erkek Spor Ayakkabı 2003-101-0001,42.0,64.0,33,noShipping,20,1,GOBLONDON,91,1
4,Pembe Kız Çocuk Keten Spor Ayakkabı,29.0,99.0,70,freeShipping,0,0,OdesaAyakkabı,84,1
5,SONIMIX EVA MASAJLI TERLİK,34.0,0.0,0,freeShipping,50,3,eratsport,86,1
6,Tatami Minder 50*50 cm 13 mm kalınlık yer döşemesi oyun alanları,7.0,17.0,59,noShipping,80,12,clk-06,100,1
7,Albishoes Unisex Çocuk Siyah Beyaz Cırtlı Spor Ayakkabı,34.0,44.0,22,noShipping,100,2,albiterlik,81,1
8,Dambıl 1KG/2KG/3KG/4KG/5KG/6KG/8KG/10KG X 2 ADET ÜCRETSİZ KARGO!!,39.0,0.0,0,freeShipping,80,7,semticaret,66,1
9,Kadın Spor Ayakkabı 1029-101-0005,38.0,57.0,33,noShipping,0,0,GOBLONDON,91,1
10,Sonimix E8007 Lacivert Erkek Masaj Taban Havuz/Deniz Terlik,42.0,69.0,40,freeShipping,0,0,BudaksKundura,92,1
11,Slazenger FOOT Erkek Terlik Siyah / Kırmızı,39.0,69.0,43,noShipping,100,9,Slazenger,92,1
12,O'neill Parmak Arası Terlik Orjinal,15.0,90.0,83,noShipping,0,0,Graceskateshop,99,1
13,Slazenger ORBAN Erkek Terlik Siyah / Kırmızı,29.0,59.0,50,noShipping,0,0,Slazenger,92,1
14,Kadın Spor Ayakkabı 1029-101-0017,38.0,57.0,33,noShipping,0,0,GOBLONDON,91,1
15,Uzun Keten Spor Ayakkabı,29.0,99.0,70,freeShipping,100,1,OdesaAyakkabı,84,1
16,Slazenger OPAL Erkek Terlik Siyah / K.Gri,32.0,64.0,50,noShipping,0,0,Slazenger,92,1
17,Adidas INF CAP K 1PC - M66935,29.0,55.0,47,noShipping,0,0,Spormarkt,99,1
18,Adidas INF CAP 1PC - M66933,29.0,55.0,47,noShipping,0,0,Spormarkt,99,1
19,Kadın Plaj Terliği Yeşil Pantone Desenli Sarı 932.,44.0,89.0,50,freeShipping,0,0,Modabutik,83,1
20,Gezer 12312M Erkek Terlik Kaymaz Taban Havuz Terliği,44.0,59.0,25,freeShipping,0,0,eylülsporoutlet,76,1
21,Aykkabı Torbası Mavi 70 gr 3 adet,34.0,0.0,0,noShipping,0,0,MarkaToptan,98,1
22,Kadın Spor Ayakkabı 1029-101-0008,45.0,68.0,33,noShipping,0,0,GOBLONDON,91,1
23,Gezer 9652 Deniz Plaj Banyo Havuz Günlük Erkek Terlik LACİVERT,49.0,59.0,17,freeShipping,0,0,pabucccu,65,1
24,JUMP Terlik 9069 F NAVY WHİTE PARMAK ARASI TERLİK,49.0,74.0,33,freeShipping,100,1,Keyspor,83,1
25,Slazenger OPAL Erkek Terlik Siyah / Kırmızı,32.0,64.0,50,noShipping,100,1,Slazenger,92,1
26,Walker Çocuk Halısaha Ayakkabısı Yeşil,44.0,69.0,36,freeShipping,100,1,HARDWALK,89,1
27,Hado RCN071 Erkek Ayakkabı Günlük Spor Ayakkabı Casual,44.0,99.0,55,noShipping,100,4,HadoShop,100,1
28,Süngerli El Yayi,35.0,0.0,0,freeShipping,100,1,performansspor,100,1
29,Kadın Yumuşak Taban Sneaker Spor Ayakkabı,44.0,99.0,55,freeShipping,0,0,OdesaAyakkabı,84,1
30,Emek Erkek Keten Günlük Ayakkabı rahat esnek kullanışlı,34.0,59.0,42,noShipping,80,2,eterlik,99,1
31,Slazenger FILANTO Erkek Terlik Lacivert,49.0,69.0,29,noShipping,0,0,Slazenger,92,1
32,Slazenger FABRI Kadın Terlik Siyah / Beyaz,49.0,64.0,23,noShipping,0,0,Slazenger,92,1
33,Kadın Spor Ayakkabı 1029-101-0009,38.0,57.0,33,noShipping,0,0,GOBLONDON,91,1
34,Kadın Spor Ayakkabı 1029-101-0001,37.0,56.0,33,noShipping,0,0,GOBLONDON,91,1
35,Gezer 10826 Kadın Terlik Jel Topuk Dikeni Terliği,49.0,69.0,29,freeShipping,0,0,eylülsporoutlet,76,1
36,Albishoes Unisex Çocuk Beyaz Pembe Cırtlı  Spor Ayakkabı,34.0,44.0,22,noShipping,0,0,albiterlik,81,1
37,Albishoes Kız Çocuk Pembe Spor Ayakkabı,34.0,44.0,22,noShipping,100,2,albiterlik,81,1
38,Gripy Erkek Keten Ayakkabı Yazlık Spor Ayakkabı Erkek Ayakkabı,44.0,79.0,44,noShipping,0,0,HadoShop,100,1
39,Kadın sneaker pudra,47.0,59.0,20,freeShipping,100,1,Yavuzkundura37,0,1
40,Toms Keten Espatin Ayakkabı,39.0,0.0,0,freeShipping,0,0,E-KandişAvm,98,1
41,"Uniseks Çocuk Sarı Sandalet,Plaj Terliği",39.0,79.0,50,freeShipping,0,0,sonexayakkabı,100,1
42,Slazenger OFF Çocuk Terlik Lacivert / Saks Mavi,49.0,59.0,17,noShipping,100,1,Slazenger,92,1
43,Ayakland Nprs 75 Air Günlük Bayan Spor Ayakkabı SİYAH,49.0,54.0,9,freeShipping,80,2,AykaButik,100,1
44,GARCIA Kids Shoes,29.0,0.0,0,freeShipping,0,0,Kandişavm,91,1
45,HECEMON Çocuk Spor Ayakkabı,39.0,0.0,0,freeShipping,0,0,E-KandişAvm,98,1
46,Takunya Hamam Terliği Plastik | ID1115,27.0,0.0,0,noShipping,90,3,EnUcuzToptan,98,1
47,Kadın Spor Ayakkabı 1029-101-0002,37.0,56.0,33,noShipping,0,0,GOBLONDON,91,1
48,Loppo kadın terlik 021,38.0,51.0,25,freeShipping,0,0,LOPPO,100,1
49,Sünger Tutamaçlı Iki Adet Deluxe El Yayı,38.0,49.0,23,freeShipping,0,0,NeptünKırtasiye,95,1
50,Crocs Jibbitz Terlik Süsü 6'lı Çizgi Dizi Serisi,39.0,0.0,0,freeShipping,0,0,BamHediyelik,100,1
51,Gezer 12070 Termal Kumaş Halı Erkek Terlik,35.0,105.0,67,noShipping,0,0,pabucccu,65,1
52,Reef Panter Parlak Kumaş Kadın Parmak Arası Terlik Orjinal,29.0,90.0,68,freeShipping,0,0,Graceskateshop,99,1
53,Çocuk Terliği,14.0,24.0,40,noShipping,0,0,Soon's,100,1
54,Kappa  Terlik FLAMINGO KIRMIZI,49.0,59.0,17,freeShipping,0,0,ahmsports,76,1
55,O'neill Parmak Arası Terlik Orjinal,30.0,90.0,67,freeShipping,0,0,Graceskateshop,99,1
56,O'neill Çocuk Parmak Arası Terlik Orjinal,25.0,90.0,72,freeShipping,0,0,Graceskateshop,99,1
57,Günlük Spor Ayakkabı Gri,48.0,199.0,76,freeShipping,0,0,ReyondaAyakkabı,0,1
58,PROMAX Erkek Çocuk Ayakkabı,49.0,0.0,0,freeShipping,0,0,Kandişavm,91,1
59,Gezer 12066 Erkek Terlik,39.0,0.0,0,freeShipping,0,0,sporttime,99,1
60,EV TERLİĞİ,29.0,0.0,0,freeShipping,0,0,sportif17,0,1
61,Gezer 12498 Günlük Siyah Erkek Terliği 12498,49.0,79.0,37,freeShipping,0,0,eylülsporoutlet,76,1
62,Avessa Atlama Ipi Mavi (JR-5622-M),39.0,0.0,0,freeShipping,0,0,MetinSpor,100,1
63,Gezer Havuz Plaj Patigi Deniz Ayakkabısı Filet (30-35),34.0,39.0,13,noShipping,100,1,Tokspor,100,1
64,Tamam Ledli Ayak Bileği Atlama Topu,34.0,0.0,0,freeShipping,0,0,TamamElek,100,1
65,Siyah Gri Çizgili Havuz Plaj Terlik AK014 Akınalbella,49.0,0.0,0,freeShipping,0,0,anlaşspor,100,1
66,Ev İçi Kışlık Çocuk Terlik,19.0,0.0,0,freeShipping,0,0,E-KandişAvm,98,1
67,DGN K200 BAYAN STRECH YILDIZ DETAYLI SPOR AYAKKABI,48.0,126.0,62,freeShipping,0,0,DGN,89,1
68,Andoutdoor Şeffaf Çocuk Deniz Ve Havuz Ayakkabısı Mavi 30,46.0,0.0,0,freeShipping,0,0,borsettaclub,95,1
69,Gezer 12291 Kaymaz Taban Kadın Terlik,44.0,59.0,25,freeShipping,20,1,eylülsporoutlet,76,1
70,EVA TABAN EV TERLİĞİ,34.0,0.0,0,freeShipping,0,0,sportif17,0,1
71,Lotix 3600 Laci-Gıri Cırtlı Yazlık Bebe Erkek Çocuk Spor Ayakkabı,44.0,59.0,25,freeShipping,20,1,Ayakcenter,100,1
72,LCN Unisex Beyaz Spor Ayakkabı,48.0,0.0,0,freeShipping,0,0,AlyaAyakkabı,0,1
73,Kiko Akn E072.001 Plaj Havuz Kız Çocuk Sandalet Terlik,47.0,0.0,0,freeShipping,0,0,Ayakland,100,1
74,Banyo Terliği Unisex Yüksek Tabanlı,32.0,0.0,0,freeShipping,0,0,ROMANSHOME,97,1
75,Bcg Gezer Günlük Ayakkabı 19/25 Numara,46.0,0.0,0,freeShipping,0,0,BAŞAKÇOCUKGİYİM,0,1
76,"Uniseks Çocuk Kırmızı Yazlık Sandalet,Hemşire Terliği",39.0,79.0,50,freeShipping,0,0,sonexayakkabı,100,1
77,Protouch Çocuk Terlik Deniz Ev Sokak Plaj Havuz,25.0,75.0,67,freeShipping,0,0,Graceskateshop,99,1
78,Gezer 11535.01 Kaymaz Taban Kız Çocuk Sandalet Havuz Terlik,39.0,0.0,0,noShipping,100,1,pabucccu,65,1
79,Terapi Miami Model Plaj Terliği 38 Numara,29.0,0.0,0,noShipping,0,0,11Ofis,99,1
80,"PARMAK ARASI TERLİK HAVUZ, DENİZ, PLAJ VE ISLAK ZEMİN TERLİĞİ",9.0,15.0,38,noShipping,0,0,pamirpazar,80,1
81,Bağcıklı Yazlık Bez Babet-Ayakkabı,39.0,0.0,0,freeShipping,100,2,Kandişavm,91,1
82,Erkek Çocuk Ev Ayakkabı,29.0,0.0,0,freeShipping,100,1,E-KandişAvm,98,1
83,Vertex El Sıksık Hand Grips,39.0,39.0,2,freeShipping,0,0,KOCAMANLAR-AYAKKABI,99,1
84,Toys Shop Paten & Bisiklet Kaskı,39.0,39.0,2,freeShipping,0,0,KOCAMANLAR-AYAKKABI,99,1
85,Vertex Likralı Boks Bandajı,34.0,34.0,2,freeShipping,0,0,KOCAMANLAR-AYAKKABI,99,1
86,Andoutdoor Şeffaf Çocuk Deniz Ve Havuz Ayakkabısı Yeşil 30,46.0,0.0,0,freeShipping,0,0,borsettaclub,95,1
87,Gezer 12634 Terlik,39.0,0.0,0,freeShipping,0,0,sporttime,99,1
88,Saks Mavi Kız Çocuk Desenli Ev Terliği FK-005,39.0,0.0,0,freeShipping,0,0,anlaşspor,100,1
89,Gezer 12634 Terlik,39.0,0.0,0,freeShipping,0,0,sporttime,99,1
90,Unisex Uzun Lacivert Keten Spor Ayakkabı,49.0,99.0,50,freeShipping,100,2,OdesaAyakkabı,84,1
91,Tudor Siyah 5Cm Taban Yüksekliği Bayan Spor Ayakkabı Sneakers,49.0,149.0,67,freeShipping,0,0,NDLUXURY,0,1
92,Lotto Parmak Arası Terlik Kadın Siyah/Beyaz-HIVA FLIP W-T1354,37.0,94.0,60,noShipping,0,0,Lotto,87,1
93,Gezer 11110 Vizon Günlük Kışlık Rahat Taban Erkek Ev İçi Terlik,48.0,120.0,60,noShipping,80,1,pabucccu,65,1
94,Gezer Slipstop Deniz Ve Havuz Patiği Çocuk Ayakkab,39.0,0.0,0,freeShipping,100,2,pabucccu,65,1
95,Avessa Atlama Ipi Yeşil (JR-5622-Y),39.0,0.0,0,freeShipping,0,0,MetinSpor,100,1
96,Gezer 12299 Beyaz Kaymaz Kemerli Plaj Terlivuz Banyo Bayan Terlik,44.0,69.0,35,freeShipping,0,0,eylülsporoutlet,76,1
97,Slip On Ayakkabı,39.0,0.0,0,freeShipping,100,1,nensiayakkabı,0,1
98,Avessa Atlama İpi Tüp Ambalaj Jr5622,29.0,30.0,2,freeShipping,0,0,KOCAMANLAR-AYAKKABI,99,1
99,Slip On Ayakkabı,44.0,0.0,0,freeShipping,0,0,nensiayakkabı,0,1
100,Slazenger Basketbol Kolluğu,30.0,31.0,2,freeShipping,0,0,KOCAMANLAR-AYAKKABI,99,1
101,KİNETİX-1290345 ÜNİSEX ÇOCUK KETEN SPOR AYAKKABI,49.0,69.0,29,noShipping,0,0,şermingiyim,88,1
102,Calx Kız Çocuk  Çiçekli Fuşya Terlik Sandalet Günlük,49.0,99.0,50,freeShipping,0,0,NSTYLEONLİNE,89,1
103,Fabcare FCAKSP Ayakkabı Temizleme Köpüğü,33.0,0.0,0,noShipping,0,0,Shoebox,86,1
104,Almira Zn Bağcıklı Rugan Düz Bayan Günlük Spor Ayakkabı,39.0,50.0,20,freeShipping,0,0,Ayakcenter,100,1
105,KISA BAĞCIKLI SPOR AYAKKABI,39.0,89.0,56,noShipping,0,0,modatalika,0,1
106,Erkekler Kadınlar Çocuk Bisiklet Eldiven Açık Bisiklet Bisiklet S,39.0,0.0,0,noShipping,0,0,Acarlar_Ticaret,86,1
107,Bayan Gri Kuğu Desenli Ev Terliği AKN002,49.0,0.0,0,freeShipping,0,0,anlaşspor,100,1
108,Gezer Erkek Çocuk Önü Kapalı Mavi Kaydırmaz Havuz Deniz Plaj Terl,49.0,0.0,0,freeShipping,0,0,NSTYLEONLİNE,89,1
109,ARENA TINYTOE KIDS HOOK SANDALET,39.0,49.0,20,freeShipping,0,0,GaleriEGESpor_GEGES,95,1
110,LOKI Yetişkin Blanco/Beyaz No:45,41.0,0.0,0,noShipping,0,0,KozmoParti,72,1
111,Coronix Kadın Spor Ayakkabı Yeni Sezon Yürüyüş Ayakkabısı,49.0,89.0,44,freeShipping,0,0,MYPARLAK,93,1
112,Siyah Toms Keten Espatin Ayakkabı,39.0,0.0,0,freeShipping,100,1,E-KandişAvm,98,1
113,Nice Beyaz Sport Bağcıklı 4Cm Taban Yk Bayan Spor Ayakkabı Sneake,49.0,189.0,74,freeShipping,0,0,NDLUXURY,0,1
114,"Uniseks Çocuk Yeşil Sandalet,Plaj Terliği",39.0,79.0,50,freeShipping,0,0,sonexayakkabı,100,1
115,LOKI Çocuk Rosa/Pembe No:25-26,40.0,0.0,0,noShipping,0,0,KozmoParti,72,1
116,İmershoes Kadın Günlük Ev Terliği Nişan Çeyiz Uygun Kapalı Kışlık,44.0,64.0,31,freeShipping,0,0,imer-tech,100,1
117,O'neill Parmak Arası Terlik Orjinal,29.0,110.0,74,noShipping,0,0,Graceskateshop,99,1
118,POVIT PROFESYONEL ATLAMA İPİ YEŞİL LKS-78,39.0,60.0,33,freeShipping,0,0,aztecspor,99,1
119,"Uniseks Turkuaz Yazlık Sandalet,Hemşire Terliği",39.0,79.0,50,freeShipping,0,0,sonexayakkabı,100,1
120,O'neill Parmak Arası Terlik Orjinal,10.0,110.0,91,noShipping,0,0,Graceskateshop,99,1
121,07187 GEZER 4 NOKTA ORTOPEDİK RAHAT TABAN TERLİK,49.0,0.0,0,freeShipping,0,0,pabucccu,65,1
122,Papuçcity Erkek Çocuk Krem Günlük Spor Ayakkabı,39.0,49.0,20,freeShipping,60,1,PAPUÇCİTY,100,1
123,Cırtlı Spor Ayakkabı,39.0,0.0,0,freeShipping,0,0,nensiayakkabı,0,1
124,Newborn Çocuk Deniz Ayakkabısı NAQ2010-KATU78,39.0,64.0,38,noShipping,100,1,T-Sport,88,1
125,Terlik,44.0,94.0,53,freeShipping,0,0,OdesaAyakkabı,84,1
126,"Uniseks Kırmızı Yazlık Sandalet,Hemşire Terliği",39.0,79.0,50,freeShipping,100,1,sonexayakkabı,100,1
127,"Uniseks Mavi Yazlık Sandalet,Hemşire Terliği",39.0,79.0,50,freeShipping,100,1,sonexayakkabı,100,1
128,BEZ SPOR BABET,39.0,0.0,0,freeShipping,0,0,Kandişavm,91,1
129,WELFARE ARABA KOLTUK ARKASI ORGANİZERİ,28.0,52.0,45,noShipping,0,0,Ibovia,96,1
130,US Polo Assn Nıxo Parmak Arası Terlık 26970LACIVERT,35.0,44.0,20,noShipping,0,0,sporcadde,83,1
131,Gezer Erkek Çocuk (25-29) Turkuaz Yazlık Hafif Spor Ayakkabı,47.0,68.0,31,freeShipping,0,0,ALKASPOR,100,1
132,Andoutdoor Şeffaf Çocuk Deniz Ve Havuz Ayakkabısı Yeşil 27,46.0,0.0,0,freeShipping,0,0,borsettaclub,95,1
133,Fashion Kız Çocuk Kaymaz Taban Havuz Plaj Terliği,39.0,99.0,60,freeShipping,0,0,OdesaAyakkabı,84,1
134,halı saha tavan filesi,6.0,0.0,0,noShipping,90,3,örsanfile,97,1
135,FAGULTY Kız Çocuk Ayakkabı,45.0,0.0,0,freeShipping,0,0,Kandişavm,91,1
136,Çocuk Keten Bağcıklı Fermuarlı Ayakkabı L&s,49.0,0.0,0,freeShipping,100,6,ZERHAN,99,1
137,DELTA RULMANLI UZUNLUĞU AYARLANABİLİR ATLAMA İPİ SİYAH,39.0,60.0,33,freeShipping,0,0,aztecspor,99,1
138,"Uniseks Sarı Yazlık Sandalet,Hemşire Terliği",39.0,79.0,50,freeShipping,0,0,sonexayakkabı,100,1
139,Body Trimmer - Multi Fonksiyon Kas Geliştirici,35.0,0.0,0,freeShipping,0,0,YetkinPazarlama,0,1
140,Loppo kadın terlik 019,38.0,51.0,25,freeShipping,0,0,LOPPO,100,1
141,Babet Ayakkabı,39.0,0.0,0,freeShipping,0,0,nensiayakkabı,0,1
142,Gezer 12436 Mikrofiber lacivert Erkek Terlik,49.0,59.0,17,noShipping,100,1,pabucccu,65,1
143,"parmak arası terlik havuz plaj ,deniz ve ıslak zemin terliği",15.0,0.0,0,noShipping,0,0,pamirpazar,80,1
144,El Yayı Süngerli Kol Bilek Çalıştırıcı,39.0,0.0,0,noShipping,0,0,Acarlar_Ticaret,86,1
145,Gezer 8025 Lacivert Plaj Havuz Banyo Günlük Erkek Terlik,49.0,59.0,17,freeShipping,0,0,pabucccu,65,1
146,Babet Ayakkabı,44.0,0.0,0,freeShipping,0,0,nensiayakkabı,0,1
147,Gezer Meyveli Kaydırmaz Taban Çocuk Terlik Plaj Havuz Terliği,44.0,0.0,0,freeShipping,0,0,NSTYLEONLİNE,89,1
148,Graymax Kadın File Yürüyüş Ayakkabısı,50.0,75.0,33,freeShipping,0,0,tunesavm,100,1
149,Vertex Boks Bandajı Kickboks Hazır Bandaj Eldiven,34.0,34.0,2,freeShipping,0,0,KOCAMANLAR-AYAKKABI,99,1
150,DAYE JEL TABAN TERLİK,44.0,0.0,0,freeShipping,0,0,aksoylargiyim,0,1
151,Çocuk Keten Bağcıklı Fermuarlı Ayakkabı L&s,49.0,0.0,0,freeShipping,0,0,ZERHAN,99,1
152,Gezer Slipstop Deniz Ve Havuz Patiği Çocuk,39.0,49.0,20,noShipping,0,0,pabucccu,65,1
153,Slipstop SS20110320 DESTINY Çocuk Havuz Ayakkabısı,48.0,50.0,4,noShipping,0,0,sanspor,98,1
154,Voit Neopren Üst Bacak Koruyucu,49.0,0.0,0,freeShipping,0,0,MetinSpor,100,1
155,Kadın Plaj Terliği Klasik Kahve Desenli Sarı 942.P,44.0,89.0,50,freeShipping,0,0,Modabutik,83,1
156,M9464 Lotto Swimcap Rainbow Slikon Çocuk Bone,29.0,0.0,0,freeShipping,0,0,Kural18,100,1
157,Akınalbella  Çocuk Kelebek Desenli Terlik,25.0,35.0,29,noShipping,0,0,NefesKablo,77,1
158,Projack Günlük Kadın Spor Ayakkabı Py4-140034,49.0,0.0,0,freeShipping,0,0,sportif17,0,1
159,Gezer 11393 Kaymaz Taban Terlik,44.0,59.0,25,freeShipping,0,0,eylülsporoutlet,76,1
160,Rucanor Sarı Beyaz Çiçekli Parmak Arası Deniz Terliği,29.0,90.0,68,freeShipping,0,0,Graceskateshop,99,1
161,O'neill Çocuk Parmak Arası Terlik Orjinal,25.0,90.0,72,freeShipping,0,0,Graceskateshop,99,1
162,FIRST-ARC CORAP BAY BABET YAZLIK*12 LI (KARISIK RENKLI),34.0,0.0,0,freeShipping,0,0,ŞehzadeGrupOnline,93,1
163,Lotto Terlik Yeşil Erkek T1362,43.0,56.0,23,noShipping,0,0,Noktaspor11,100,1
164,* Bletix Erkek Halı Saha Ayakkabı,39.0,0.0,0,freeShipping,100,1,Kandişavm,91,1
165,Lotto Parmak Arası Terlik Erkek Yeşil/Siyah-PARADISE FLIP-T1362,37.0,94.0,60,noShipping,0,0,Lotto,87,1
166,Slipstop SS19120227 CRUZ Çocuk Havuz Ayakkabısı,48.0,50.0,4,noShipping,0,0,sanspor,98,1
167,Vertex Power Tekmelik-Dizlik,48.0,49.0,2,freeShipping,0,0,KOCAMANLAR-AYAKKABI,99,1
168,Ev İçi Kışlık Kız Çocuk Terlik,22.0,0.0,0,freeShipping,0,0,E-KandişAvm,98,1
169,Gezer Erkek Ev Terliği Siyah Kışlık Terlik,49.0,66.0,24,freeShipping,0,0,NSTYLEONLİNE,89,1
170,Gezer 11456 Eva Merdane Açık Terlik,49.0,0.0,0,freeShipping,0,0,pabucccu,65,1
171,KADIN EV TERLİK MİSAFİR EV TERLİK BAYAN TERLİK BAYAN EV TERLİK,27.0,37.0,26,noShipping,0,0,SLIPPERSHOES,0,1
172,O'neill Çocuk Genç Parmak Arası Terlik Orjinal,29.0,110.0,73,freeShipping,0,0,Graceskateshop,99,1
173,Milion 211328  Erkek Plaj Terliği Siyah,49.0,0.0,0,noShipping,0,0,Shoebox,86,1
174,Andoutdoor Şeffaf Çocuk Deniz Ve Havuz Ayakkabısı Pembe 27,46.0,0.0,0,freeShipping,0,0,borsettaclub,95,1
175,DE&FA Banyo ve Plaj Terlik Lacivert Renk Klasik Model,29.0,0.0,0,noShipping,0,0,ASKERVADİSİ,97,1
176,Çocuk Keten Bağcıklı Fermuarlı Ayakkabı L&s,49.0,0.0,0,freeShipping,0,0,ZERHAN,99,1
177,Scucs Pilates Bandı Direnç Lastiği,29.0,30.0,2,freeShipping,0,0,KOCAMANLAR-AYAKKABI,99,1
178,Kadın Kahverengi Leopar Desenli Ev Terliği PA027,45.0,59.0,25,freeShipping,0,0,anlaşspor,100,1
179,Bayan Siyah Havuz Plaj Terliği TE038,49.0,0.0,0,freeShipping,0,0,anlaşspor,100,1
180,Kadın Siyah Parmak Arası Plaj Havuz Terlik TE016,39.0,0.0,0,freeShipping,0,0,anlaşspor,100,1
181,Kışlık Kız Çocuk Ev Teliği,19.0,0.0,0,freeShipping,0,0,E-KandişAvm,98,1
182,Gezer 11167 Erkek Kaymaz Taban Terlik,44.0,59.0,25,freeShipping,0,0,eylülsporoutlet,76,1
183,Jump 9981 E Mercan Bayan Parmak Arası Terlik,49.0,59.0,17,freeShipping,0,0,Keyspor,83,1
184,Gezer 12501 Siyah Erkek Siyah Terlik,49.0,79.0,37,freeShipping,0,0,eylülsporoutlet,76,1
185,"Uniseks Lacivert Yazlık Sandalet,Hemşire Terliği",39.0,79.0,50,freeShipping,0,0,sonexayakkabı,100,1
186,Klasik Erkek Çocuk Ayakkabı,39.0,0.0,0,freeShipping,0,0,Kandişavm,91,1
187,Kadın Siyah Düğme Desenli Ev Terliği PUF011,45.0,59.0,25,freeShipping,0,0,anlaşspor,100,1
188,Gezer 8413 Kadın Plaj Banyo Terliği,39.0,49.0,20,freeShipping,0,0,eylülsporoutlet,76,1
189,Akınal Terlik Kız Çocuk Fuşya Günlük,49.0,79.0,38,freeShipping,0,0,NSTYLEONLİNE,89,1
190,Gezer 04730 Kadın Günlük Terlik,49.0,69.0,28,freeShipping,0,0,eylülsporoutlet,76,1
191,KISA BAĞCIKLI SPOR BOT,39.0,89.0,56,noShipping,100,1,modatalika,0,1
192,Beyaz Unisex Terlik 3173,44.0,0.0,0,freeShipping,0,0,hunterfastshopping,0,1
193,"Kız Çocuk Çocuk Pembe Sandalet,Plaj Terliği",39.0,79.0,50,freeShipping,0,0,sonexayakkabı,100,1
194,Sünger Doku Ergonomik Çelik Alaşım 2 adet Bilek Güçlendirme Aleti,19.0,0.0,0,noShipping,0,0,TabloGalerisi,97,1
195,Gezer 12477 Lacivert Erkek Masaj Taban Havuz Deniz Terliği,49.0,69.0,28,freeShipping,0,0,eylülsporoutlet,76,1
196,J-143  36-40 NUMARA TERLİK,29.0,34.0,14,freeShipping,0,0,GOLDSTARSEZENX,0,1
197,Magic Locks Kilitli Elastik Ayakkabı Bağcığı (Outdoor),39.0,39.0,2,freeShipping,0,0,KOCAMANLAR-AYAKKABI,99,1
198,Vertex Futbol Tozluğu Super Tozluk,34.0,34.0,2,freeShipping,0,0,KOCAMANLAR-AYAKKABI,99,1
199,GEZER 12436 Mikrofiber Erkek Terlik,49.0,59.0,17,freeShipping,0,0,eylülsporoutlet,76,1
200,Monti Sneakers,49.0,159.0,69,freeShipping,0,0,NDLUXURY,0,1
201,Lotix Laci-Pembe Keten Yazlık Günlük Bayan Spor Ayakkabı,39.0,69.0,43,freeShipping,0,0,Ayakcenter,100,1
202,"Kız Çocuk Pudra Yazlık Sandalet,Hemşire Terliği",39.0,79.0,50,freeShipping,0,0,sonexayakkabı,100,1
203,Calx Fuşya Terlik Plaj Şeffak,49.0,99.0,50,freeShipping,0,0,NSTYLEONLİNE,89,1
204,Kadın Plaj Terliği Pantone Desenli Sarı 922.PLJ.54,44.0,89.0,50,freeShipping,0,0,Modabutik,83,1
205,Xtreme Tekerlekli Egzersiz Spor Aleti Lastikli Karın,48.0,65.0,25,freeShipping,0,0,soydere,92,1
206,Gezer 11990 Erkek Terlik,39.0,0.0,0,freeShipping,0,0,sporttime,99,1
207,Bayan Spor Ayakkabı,44.0,0.0,0,freeShipping,0,0,nensiayakkabı,0,1
208,Plaj Desenli Deniz Terliği 39 Numara,29.0,0.0,0,noShipping,0,0,11Ofis,99,1
209,andoutdoor Şeffaf Plaj Ayakkabısı,49.0,0.0,0,freeShipping,0,0,Erformavm,100,1
210,Gezer 11881 Terlik,39.0,0.0,0,freeShipping,0,0,sporttime,99,1
211,Bayan Spor Ayakkabı,44.0,69.0,36,noShipping,0,0,pabucccu,65,1
212,EVA TABAN EV TERLİĞİ,34.0,0.0,0,freeShipping,0,0,sportif17,0,1
213,Gezer 9595 Lacivert Anatomik Kaymaz Taban Erkek Terlik,39.0,59.0,33,noShipping,0,0,pabucccu,65,1
214,Ruvin Vizon Yıldızlı Bayan Spor Ayakkabı Sneakers,49.0,169.0,71,freeShipping,0,0,NDLUXURY,0,1
215,Newborn Çocuk Deniz Ayakkabısı NBR-NAQ4010-NEW104,19.0,44.0,56,noShipping,0,0,T-Sport,88,1
216,Çocuk Spor Ayakkabı,49.0,0.0,0,freeShipping,0,0,nensiayakkabı,0,1
217,İlk Yardım Ve Bakım Kiti Kamp,39.0,59.0,34,freeShipping,0,0,sporksport,100,1
218,COLLEEN Kız Çocuk Ayakkabı,49.0,0.0,0,freeShipping,0,0,E-KandişAvm,98,1
219,Sanbe 106P107 Okul Kreş Kız/Erkek Çocuk Keten Panduf Ayakkabı,47.0,76.0,38,freeShipping,0,0,Ayakland,100,1
220,Kadın Taba Düğme Desenli Ev Terliği PUF012,45.0,59.0,25,freeShipping,0,0,anlaşspor,100,1
221,Defa 1797 Erkek Çocuk Terlik Sandalet Rahat Günlük,29.0,60.0,51,freeShipping,0,0,NSTYLEONLİNE,89,1
222,Gezer 12497 Kadın Kaydırmaz Örgü Terlik,39.0,69.0,42,freeShipping,100,1,eylülsporoutlet,76,1
