,product_name,new_price,old_price,discount_ratio,shipping,rating_point,rating_number,seller_name,seller_point,price_class
2325,Adidas RUNFALCON Siyah Erkek Çocuk Koşu Ayakkabısı,449.0,0.0,0,freeShipping,100,6,INSTREET,92,9
2326,New Balance Erkek Koşu - Yürüyüş Spor Ayakkabı MBECNBK,421.0,780.0,46,freeShipping,100,1,SporAlışverişim,100,9
2327,Adidas Duramo Sl Unisex Spor Ayakkabı,430.0,573.0,25,freeShipping,0,0,GizerlerGiyim,98,9
2328,ADİDAS GALAXY 5 ERKEK SPOR AYAKKABI - FW5705,429.0,569.0,25,noShipping,0,0,Spormarkt,99,9
2329,adidas Duramo SL Erkek Koşu Ayakkabısı,443.0,599.0,26,freeShipping,0,0,dalkilicspor,93,9
2330,Nike Mercurial Superfly 6 Elite FG Prof. Çocuk Krampon AH7340 001,449.0,749.0,40,freeShipping,0,0,Sportex,100,9
2331,NIKE BQ3207-002 WMNS REVOLUTION 5 BAYAN KOŞU SPOR AYAKKABI SİYAH,444.0,0.0,0,freeShipping,0,0,markahit,98,9
2332,Nike Team Hustle D 9 (GS) - Basketbol Ayakkabısı - AQ4224-011,449.0,499.0,10,freeShipping,0,0,AytemurSpor,91,9
2333,Nike Mercurial Vapor 13 Club TF - Halısaha Ayk. - AT7999-010,449.0,499.0,10,freeShipping,0,0,AytemurSpor,91,9
2334,BULLDOZER 211422 BEYAZ ERKEK SPOR AYAKKABI,440.0,480.0,8,freeShipping,0,0,BULLDOZER,91,9
2335,Phantom Vision Elite DF Fg/Mg Çocuk Prof. Krampon AO3289 400,449.0,779.0,42,freeShipping,100,4,Sportex,100,9
2336,Puma Axis Siyah,429.0,0.0,0,freeShipping,0,0,ilkerspor,100,9
2337,SKECHERS GOWALK ERKEK SPOR AYAKKABI GÜNLÜK 54155/BBK SİYAH,449.0,500.0,10,freeShipping,60,1,PARİSSAYAKKABI&ÇANTA,100,9
2338,Nike AQ4225-100 TEAM HUSTLE D 9 (PS) Çocuk Basketbol Ayakkabısı,428.0,450.0,5,freeShipping,0,0,sanspor,98,9
2339,Adidas Falcon Kadın Koşu Ayakkabısı FW5142,450.0,0.0,0,freeShipping,0,0,SaruhanSpor,100,9
2340,ADİDAS RUNFALCON 2.0 KADIN SPOR AYAKKABI - FY9495,419.0,449.0,7,noShipping,0,0,Spormarkt,99,9
2341,adidas VS PACE AYAKKABI  FY8558,431.0,479.0,10,freeShipping,0,0,ÖzgürSpor,97,9
2342,PUMA PLATINUM METALLIC KADIN AYAKKABISI 193773 05,449.0,499.0,10,freeShipping,0,0,ÖzgürSpor,97,9
2343,ADİDAS NEMEZIZ .3 TF YETİŞKİN KRAMPON - FW7407,439.0,679.0,35,noShipping,100,1,Spormarkt,99,9
2344,Nike AT7979-060 NIKE MERCURIAL SUPERFLY 7 CLUB IC Erkek Krampon,437.0,460.0,5,freeShipping,0,0,sanspor,98,9
2345,Puma Cilia Mode Leo Kadın Günlük Ayakkabı 37321702,449.0,499.0,10,freeShipping,0,0,CANMERSPOR,99,9
2346,Adidas Vs Pace Erkek Günlük Ayakkabı B44869,403.0,439.0,8,freeShipping,0,0,outletim,87,9
2347,Greyder 00171 Haki Su Geçirmez Sympatex Outdoor Erkek Ayakkabı,429.0,479.0,10,freeShipping,0,0,gümüşerayakkabı,87,9
2348,Nike Vapor 13 Club Tf Erkek Halı Saha Ayakkabısı AT7999-801,439.0,0.0,0,freeShipping,0,0,ARMASPOR,99,9
2349,Nike Revolution 5 Kadın Koşu Ayakkabısı BQ5671-002,445.0,499.0,11,freeShipping,0,0,sporset,90,9
2350,nike phantom vsn mg/fg,450.0,650.0,31,freeShipping,100,1,olimpikspor,96,9
2351,Adidas Erkek Krampon Copa 20.3 Fg Eh1500,415.0,639.0,35,freeShipping,0,0,MercurySport,95,9
2352,BULLDOZER 211453 SIYAH BEYAZ ERKEK SPOR AYAKKABI,440.0,480.0,8,freeShipping,0,0,BULLDOZER,91,9
2353,REEBOK UNISEX AYAKKABI KOŞU REEBOK ROYAL EC RIDE 4 - FX2399,449.0,0.0,0,freeShipping,0,0,SPORÇANTAM,98,9
2354,adidas Vs Pace  B74318 Erkek Spor Ayakkabı B74318,449.0,479.0,6,freeShipping,100,2,DOĞANSPOR,100,9
2355,PUMA ANZARUN LITE UNISEX SPOR AYAKKABI,449.0,0.0,0,freeShipping,0,0,SDSSPOR,100,9
2356,Nike Jr Mercurial Superfly 7 Academy AG Çocuk Krampon BQ5405 606,449.0,499.0,10,freeShipping,100,4,Sportex,100,9
2357,Adidas Runfalcon 2.0 K Spor Ayakkabı FY9495,445.0,449.0,0,freeShipping,100,5,Sarıyıldızspor,89,9
2358,LESCON Bounce 2 Siyah Kadın Basketbol Ayakkabısı,449.0,0.0,0,freeShipping,0,0,LESCON,92,9
2359,adidas Duramo 9 Kadın Gri Ayakkabı EE8351,435.0,699.0,38,freeShipping,100,1,oparmakticaret,0,9
2360,Nike Team Hustle D 8  ERKEK BASKET AYAKKABI  881941-405,429.0,599.0,28,freeShipping,0,0,FENOMENSPOR,94,9
2361,Adidas F30 FG Krampon (Q33893),449.0,549.0,18,freeShipping,0,0,nehirasyaspor,62,9
2362,Adidas Performance - Runfalcon - FW5056,449.0,0.0,0,freeShipping,0,0,Sporvol,89,9
2363,Under Armour - Training Ayakkabısı - Ua W Charged Breathe Tr 3,449.0,799.0,44,freeShipping,0,0,UnderArmour,92,9
2364,LESCON Airtube Helix Siyah Erkek Spor Ayakkabı,449.0,0.0,0,freeShipping,0,0,LESCON,92,9
2365,Erkek Sneaker - Caracal - 36986315,400.0,629.0,37,freeShipping,0,0,ilkonexport,97,9
2366,Adidas Breaknet Erkek Tenis Ayakkabı FY9631,424.0,599.0,29,freeShipping,0,0,nehirasyaspor,62,9
2367,Adidas Runfalcon 2.0 Erkek Spor Ayakkabı,425.0,573.0,26,freeShipping,0,0,GizerlerGiyim,98,9
2368,adidas Unisex Original Siyah Spor Ayakkabı  Stan Smith  Bd7452,400.0,636.0,37,freeShipping,0,0,Ancheyn,100,9
2369,ADİDAS STANSMITH J KADIN SPOR AYAKKABI - FX5970,439.0,679.0,35,noShipping,0,0,Spormarkt,99,9
2370,Nike Koşu Ayakkabı CJ2066-020 Downshifter 10,419.0,500.0,16,freeShipping,100,1,Kral_Spor,100,9
2371,Nike Bayan Tenis Ayakkabı CD0440-401 JR COURT LITE 2,445.0,500.0,11,freeShipping,100,1,Kral_Spor,100,9
2372,Ebernon Low Erkek Siyah Sneaker (AQ1775-003),439.0,559.0,21,noShipping,0,0,yaşarspor,100,9
2373,Adidas Çocuk Günlük Spor Ayakkabı Stan Smith J Ef4914,415.0,639.0,35,freeShipping,0,0,SporAlışverişim,100,9
2374,adidas FX3634 ULTIMASHOW Erkek Yürüyüş Koşu Ayakkabısı,424.0,499.0,15,freeShipping,0,0,emekspor,96,9
2375,Under Armour - Koşu Ayakkabısı - Ua W Hovr Phantom Se,439.0,989.0,56,freeShipping,0,0,UnderArmour,92,9
2376,adidas BREAKNET AYAKKABI FX8707,449.0,499.0,10,freeShipping,0,0,ÖzgürSpor,97,9
2377,Adidas RUNFALCON 2.0 K Siyah Kadın Koşu Ayakkabısı,449.0,499.0,10,freeShipping,100,1,INSTREET,92,9
2378,ADİDAS ERKEK AYAKKABI KOŞU ULTIMASHOW - FX3632,449.0,0.0,0,freeShipping,0,0,SPORÇANTAM,98,9
2379,Puma Skye Clean Kadın Günlük Ayakkabı 38014706 Siyah,424.0,499.0,15,freeShipping,0,0,KORAYSPOR,95,9
2380,Asics PATRIOT 12 Erkek Koşu Ayakkabısı,449.0,599.0,25,freeShipping,100,1,Asics,92,9
2381,Puma One 20.4 FG/AG Sarı,449.0,0.0,0,freeShipping,0,0,ilkerspor,100,9
2382,Converse Ayakkabı 3j236c,413.0,459.0,10,freeShipping,0,0,Sporfashion,95,9
2383,Nike Vapor 12 Academy FG/MG Futbol Krampon (AH7375 077),444.0,499.0,11,noShipping,90,2,VARDARSPOR,86,9
2384,ADİDAS VS PACE ERKEK SPOR AYAKKABI - B74318,449.0,479.0,6,noShipping,100,6,Spormarkt,99,9
2385,Hoops 2.0 K,409.0,449.0,9,freeShipping,0,0,updigo,92,9
2386,Nike Air Jordan First Class BG ÇOCUK BASKET AYAKKABI AJ7314-001,429.0,649.0,34,freeShipping,100,1,FENOMENSPOR,94,9
2387,EF0417 Archivo Adidas Erkek Yürüyüş Koşu Günlük Spor Ayakkabı,419.0,0.0,0,freeShipping,0,0,sporcenter,100,9
2388,Nike AR4135-002 Downshıfter 9 Kadın Koşu Ayakkabısı Siyah,439.0,499.0,12,freeShipping,0,0,galaxyspor,100,9
2389,Adidas BREAKNET Siyah Erkek Sneaker Ayakkabı,404.0,499.0,19,freeShipping,0,0,INSTREET,92,9
2390,NIKE Star Runner 2 Gs AQ3542,449.0,499.0,10,freeShipping,0,0,EYMSPOR,95,9
2391,Puma Turino Stacked Rosewater Kadın Ayakkabı 3711150200,439.0,460.0,5,freeShipping,0,0,PNS,34,9
2392,Eg6495 Adidas Stan Smith Kadın Çocuk Günlük Spor Ayakkabı,449.0,489.0,8,freeShipping,0,0,sporcenter,100,9
2393,Nike Team Hustle Çocuk Gri Basketbol Ayakkabısı AQ4224-007,429.0,499.0,14,freeShipping,100,1,NDRSPORTS,100,9
2394,Puma SMASH BUCK V2 TDP Siyah Erkek Sneaker Ayakkabı,429.0,0.0,0,freeShipping,60,2,FLO,93,9
2395,Fy5943 Adidas RunFalcon Erkek Yürüyüş Koşu Spor Ayakkabı,449.0,0.0,0,freeShipping,0,0,sporcenter,100,9
2396,Adidas RUNFALCON 2.0 C Saks Erkek Çocuk Spor Ayakkabı,409.0,0.0,0,freeShipping,0,0,FLO,93,9
2397,Puma ST Runner NL 356738-42 Spor Ayakkabı-Lacivert,449.0,0.0,0,noShipping,0,0,Tokspor,100,9
2398,REEBOK ROYAL TECHQUE AYAKKABI cn3195,424.0,499.0,15,freeShipping,0,0,KUZEYTACISPOR,98,9
2399,HUMMEL SHELL UNISEX SPOR AYAKKABI,409.0,0.0,0,freeShipping,0,0,ACLUB,100,9
2400,Puma Anzarun Lite Peacoat-Puma White,449.0,0.0,0,freeShipping,0,0,ilkerspor,100,9
2401,CG3425 Adilette Comfort Adidas Erkek Silikon Taban Terlik,409.0,429.0,5,freeShipping,0,0,sporcenter,100,9
2402,Adidas PACE VS AYAKKABI aw4594,431.0,479.0,10,freeShipping,0,0,KUZEYTACISPOR,98,9
2403,Adidas Erkek Günlük Ayakkabı Aw4594 Pace,440.0,0.0,0,freeShipping,0,0,SaruhanSpor,100,9
2404,ADİDAS Adidas Vs Pace Erkek Ayakkabı B74494STANDART-STANDART,403.0,439.0,8,freeShipping,100,3,Olimpiyatspor28,96,9
2405,JOMA N-10 2102 BEYAZ SİYAH KRAMPON,425.0,0.0,0,freeShipping,100,1,samaspor,78,9
2406,Adidas RUNFALCON 2.0 Turkuaz Kadın Koşu Ayakkabısı,449.0,0.0,0,freeShipping,0,0,FLO,93,9
2407,ADİDAS RUN FALCON 2.0 AYAKKABI FZ1327,426.0,449.0,5,freeShipping,0,0,KUZEYTACISPOR,98,9
2408,adidas VS PACE Beyaz Erkek Sneaker Ayakkabı DA9997,439.0,0.0,0,freeShipping,0,0,FLO,93,9
2409,Adidas Performance - Duramo Lite 2.0 - FV6057,409.0,489.0,16,freeShipping,0,0,Sporvol,89,9
2410,Nike Tiempo Legend 8 Academy TF Erkek Halı Saha Ayakkabısı AT6100,425.0,449.0,5,freeShipping,0,0,ÖzgürSpor,97,9
2411,Adidas Stan Smıth Cf Çocuk Spor Ayakkabı - Ee8484,405.0,540.0,25,freeShipping,0,0,SaruhanSpor,100,9
2412,Adidas Erkek Tenis Spor Ayakkabı EE7900 Grand Court Base,436.0,549.0,21,freeShipping,0,0,ÖzgürSpor,97,9
2413,Adidas Erkek Krampon Copa 20.3 Tf Eh1490,415.0,639.0,35,freeShipping,100,2,SporAlışverişim,100,9
2414,Skechers Eldred Kadın Ayakkabısı,404.0,539.0,25,freeShipping,0,0,T-Sport,88,9
2415,Nike Ayakkabı CN9146-101 VARSITY LEATHER,439.0,500.0,12,freeShipping,0,0,Kral_Spor,100,9
2416,SKECHERS RUMBLERS-FRILLY KADIN AYAKKABI 44787-BLK,429.0,0.0,0,freeShipping,100,1,Elitebrands,95,9
2417,Adidas Çocuk Basketbol Spor Ayakkabı Ef0310 Ownthegame K,440.0,585.0,25,freeShipping,100,1,SaruhanSpor,100,9
2418,Asics UPCOURT 4 GS Büyük Erkek Çocuk Voleybol Ayakkabısı,404.0,539.0,25,freeShipping,0,0,Asics,92,9
2419,Asics Patriot 12 Kadın Koşu Ayakkabısı,449.0,599.0,25,freeShipping,100,1,aksporonline,91,9
2420,PUMA 380147 01  SKYE CLEAN Kadın Spor Ayakkabı - Siyah,435.0,650.0,33,freeShipping,0,0,ARMESPORT,100,9
2421,Puma Anzarun Lite Peacoat White Erkek Günlük Spor Ayakkabı 371128,431.0,479.0,10,freeShipping,0,0,CANMERSPOR,99,9
2422,Under Armour - Koşu Ayakkabısı - Ua Charged Pursuit 2 Twist,449.0,569.0,21,freeShipping,0,0,UnderArmour,92,9
2423,Reebok DV6625 REEBOK ROYAL CMPLT CLN LX Erkek Günlük Spor Ayakkab,446.0,595.0,25,freeShipping,100,1,emekspor,96,9
2424,Nike Çocuk Basketbol Ayakkabı AQ4224-404 TEAM HUSTLE D 9,423.0,500.0,15,freeShipping,0,0,Kral_Spor,100,9
2425,Nike AT5292-606 LEGEND 8 ACADEMY FG/MG Unisex Futbol Ayakkabı,435.0,449.0,3,freeShipping,0,0,ÖzgürSpor,97,9
2426,ADİDAS VS PACE ERKEK SİYAH SPOR AYAKKABI B74494,439.0,479.0,8,freeShipping,0,0,ÖzgürSpor,97,9
2427,Adidas Runfalcon 2.0 W Beyaz Kadın Spor Ayakkabı FY9623,439.0,449.0,2,freeShipping,0,0,DOĞANSPOR,100,9
2428,Skechers 20269N-SMLT SHIMMER BEAMS - Çocuk Günlük Spor Ayakkabısı,408.0,429.0,5,freeShipping,0,0,sanspor,98,9
2429,Puma Erkek Spor Ayakkabı Puma Roma Beyaz 35357221,449.0,499.0,10,freeShipping,0,0,CANMERSPOR,99,9
2430,Under Armour - Koşu Ayakkabısı - Ua W Hovr Sonic 2,449.0,879.0,49,freeShipping,0,0,UnderArmour,92,9
2431,EE9933 Sooraj Adidas Kadın Yürüyüş Koşu Spor Ayakkabı,449.0,0.0,0,freeShipping,100,1,sporcenter,100,9
2432,LESCON Trail Hillcross Haki Erkek Spor Ayakkabı,449.0,0.0,0,freeShipping,100,1,LESCON,92,9
2433,Puma SMASH VULC Siyah Erkek Sneaker,429.0,0.0,0,freeShipping,0,0,FLO,93,9
2434,Adidas erkek-sneaker run70s mavi beyaz sneaker B96557,410.0,545.0,25,freeShipping,0,0,SaruhanSpor,100,9
2435,SKECHERS KADIN AYAKKABI 27060-BKW,429.0,0.0,0,freeShipping,0,0,Elitebrands,95,9
2436,Puma Smash Buck V2 Tdp Spor Ayakkabı 382612 01,409.0,0.0,0,freeShipping,0,0,ARTITEK,100,9
2437,adidas Hoops 2.0 Günlük Kadın Spor Ayakkabı H01540,439.0,449.0,2,freeShipping,0,0,DOĞANSPOR,100,9
2438,Puma 382958-05 90s Runner Nu Wave TDP Erkek Günlük Spor Ayakkabı,423.0,0.0,0,freeShipping,0,0,ALTINDAĞ,100,9
2439,Fz2803 Adidas RunFalcon 2.0 Erkek Yürüyüş Koşu Spor Ayakkabı,449.0,0.0,0,freeShipping,0,0,sporcenter,100,9
2440,ADİDAS LITE RACER F34672 BEYAZ SPOR AYAKKABI,439.0,499.0,12,freeShipping,100,1,DOĞANSPOR,100,9
2441,BULLDOZER 211417 BEYAZ TURUNCU ERKEK SPOR AYAKKABI,440.0,480.0,8,freeShipping,0,0,BULLDOZER,91,9
2442,Puma X-RAY LITE AC INF Siyah Erkek Çocuk Spor Ayakkabı,449.0,0.0,0,freeShipping,0,0,INSTREET,92,9
2443,Adidas VS SET AYAKKABI B43891,429.0,499.0,14,freeShipping,100,1,DOĞANSPOR,100,9
2444,Puma ST Runner V2 Mesh Beyaz,449.0,0.0,0,freeShipping,0,0,ilkerspor,100,9
2445,Puma Vista Erkek Sneaker BORDO,440.0,484.0,9,freeShipping,0,0,BeyazAyakkabı,76,9
2446,454256-118 Nike Court Majestic Kadın Erkek Günlük Spor Ayakkabı,409.0,479.0,15,freeShipping,0,0,SPORSPOR,89,9
2447,Hummel Montre Kadın-Erkek Ayakkabı 900110-2001,439.0,0.0,0,freeShipping,0,0,URBANONE,99,9
2448,Vans Ward Çocuk Ayakkabı Beyaz,429.0,0.0,0,freeShipping,0,0,SPX,88,9
2449,Reebok Royal Complete 3.0 Low FY9703 Spor Ayakkabı,440.0,0.0,0,freeShipping,0,0,SaruhanSpor,100,9
2450,adidas Asweemove Gri Erkek Sneaker Spor Ayakkabı FW1678,439.0,454.0,4,freeShipping,0,0,Ancheyn,100,9
2451,BULLDOZER 211906 BEJ KADIN SPOR AYAKKABI,440.0,480.0,8,freeShipping,0,0,BULLDOZER,91,9
2452,ADİDAS VS PACE ERKEK SPOR AYAKKABI - B74493,429.0,479.0,10,noShipping,80,5,Spormarkt,99,9
2453,LESCON ALASKA-2 KADIN TREKKING AYAKKABI,409.0,449.0,9,freeShipping,0,0,pointspor,100,9
2454,Puma Vikky Platform Ribbon S 366418-07 Pudra Kadın Spor Ayakkabı,449.0,529.0,15,freeShipping,0,0,OzgencShoes,99,9
2455,NIKE MD RUNNER 2 LW BORDO ERKEK SPOR AYAKKABISI,405.0,440.0,8,freeShipping,20,1,PARİSSAYAKKABI&ÇANTA,100,9
2456,Adidas Erkek Çim Zemin Kramponu FY0625  Predatör Freak  4 Fxg,440.0,629.0,30,freeShipping,0,0,KORAYSPOR,95,9
2457,New Balance U410BNP Erkek Günlük Spor Ayakkabı,402.0,459.0,12,freeShipping,0,0,SportOnex,86,9
2458,Asics GEL-GAME 8 GS Büyük Kız Çocuk Tenis Ayakkabısı,449.0,599.0,25,freeShipping,0,0,Asics,92,9
2459,Adidas HOOPS 2.0 K Siyah Kadın Sneaker,449.0,0.0,0,freeShipping,100,1,FLO,93,9
2460,NIKE TEAM HUSTLE QUICK 2 (PS) ÇOCUK BASKETBOL AYAKKABI AT5299-002,406.0,0.0,0,freeShipping,100,4,pointspor,100,9
2461,Adidas HOOPS 2.0 Beyaz Erkek Çocuk Sneaker Ayakkabı,409.0,0.0,0,freeShipping,0,0,FLO,93,9
2462,Puma 37412801 Taper SL Erkek Sneaker Ayakkabı Siyah 40-45,429.0,599.0,28,freeShipping,0,0,galaxyspor,100,9
2463,909096-111 Fc Classic Sb Nike Erkek Günlük Spor Ayakkabı,409.0,539.0,24,freeShipping,100,1,SPORSPOR,89,9
2464,Puma 37580104 90S Runner Nu Wave Jr Çocuk Günlük Spor Ayakkabı,420.0,479.0,12,freeShipping,0,0,SportOnex,86,9
2465,Ef0213 Advantage Adidas Kadın Günük Deri Spor Ayakkabı,409.0,449.0,9,freeShipping,60,2,sporcenter,100,9
2466,Nike MD Runner 2 Erkek Günlük Spor Ayakkabı 749794 005,429.0,499.0,14,freeShipping,100,5,Sportex,100,9
2467,adidas FY9495 RUNFALCON 2.0 K Çocuk Yürüyüş Koşu Ayakkabısı,427.0,449.0,5,freeShipping,0,0,emekspor,96,9
2468,New Balance 410 Gri Erkek Günlük Spor Ayakkabı U410GNP v1,429.0,499.0,14,freeShipping,0,0,MarcaSpor,95,9
2469,Hummel Hml Thor Unisex Sneaker,439.0,0.0,0,freeShipping,100,1,athleticzone,92,9
2470,Monarch Tt 10567401 Standart,448.0,0.0,0,freeShipping,0,0,esintispor,98,9
2471,FV4192 FortaRun Spider-Man EL K Adidas Erkek Çocuk Spor Ayakkabı,449.0,489.0,8,freeShipping,0,0,sporcenter,100,9
2472,Adidas HOOPS 2.0 Beyaz Erkek Sneaker Ayakkabı,440.0,489.0,10,freeShipping,80,1,FLO,93,9
2473,Adidas F36201 RUNFALCON Erkek Koşu spor Ayakkabı,429.0,449.0,4,freeShipping,100,2,ÖzgürSpor,97,9
2474,Puma Taper Erkek Günlük Spor Ayakkabı 373018-03,429.0,0.0,0,freeShipping,0,0,White-Starss,100,9
2475,LESCON Airtube Thunder 2 Siyah Erkek Spor Ayakkabı,449.0,0.0,0,freeShipping,0,0,LESCON,92,9
2476,Nike AT6012-060 NIKE TIEMPO LEGEND 8 ACADEMY AG Erkek Krampon,446.0,470.0,5,freeShipping,0,0,sanspor,98,9
2477,PUMA 351293 62 WHİRLWİND BLACK WHİTECUPİ BREEZE,449.0,599.0,25,freeShipping,0,0,Keyspor,83,9
2478,Adidas Originals Flex J Genç Günlük Ayakkabı FX5332 Renkli,440.0,629.0,30,freeShipping,0,0,KORAYSPOR,95,9
2479,Reebok Driftium 3.0 FX1831 Erkek Koşu Ayakkabısı,450.0,0.0,0,freeShipping,0,0,SaruhanSpor,100,9
2480,Ac7828 Lite Racer Beyond Adidas Erkek Koşu Spor Ayakkabı,435.0,0.0,0,freeShipping,0,0,sporcenter,100,9
2481,Puma 10630701 Tacto Fg Ag Erkek Futbol Ayakkabı,405.0,459.0,12,freeShipping,0,0,Alpspor,81,9
2482,Eg9913 V Racer Adidas Erkek Günlük Spor Ayakkabı,409.0,449.0,9,freeShipping,0,0,sporcenter,100,9
2483,Puma GRAVITON AC INF Siyah Erkek Çocuk Spor Ayakkabı,429.0,0.0,0,freeShipping,0,0,FLO,93,9
2484,Adidas ULTIMASHOW Siyah Erkek Koşu Ayakkabısı,449.0,0.0,0,freeShipping,0,0,FLO,93,9
2485,Pabucmarketi Mavi Süet Erkek Günlük Hakiki Deri Ayakkabı,440.0,0.0,0,freeShipping,0,0,SonixDağıtım,0,9
2486,Adidas Erkek Sandalet Terlik Ap9971 Adilette Comfort,430.0,0.0,0,freeShipping,0,0,SaruhanSpor,100,9
2487,Puma Turino Günlük Spor Ayakkabı 372895-01,419.0,0.0,0,freeShipping,0,0,ARMASPOR,99,9
2488,Puma Tacto FG/AG Krampon 106307 02,425.0,0.0,0,freeShipping,0,0,PlatiniSpor,97,9
2489,1420 Celal Gültekin Kadın Ayakkabı Siyah,449.0,0.0,0,freeShipping,0,0,celalgültekin,98,9
2490,NIKE REVOLUTION 5 (GS),449.0,0.0,0,freeShipping,0,0,TamSpor,0,9
2491,SCOOTER Erkek Bot M5121CSV17,409.0,499.0,18,freeShipping,0,0,White-Starss,100,9
2492,Nike Atsuma Erkek Günlük Spor Ayakkabı CD5461-102,449.0,577.0,22,freeShipping,0,0,Finalsport,72,9
2493,Nike Air Max Sequent 4 EP Spor Ayakkabı CD8521-001,449.0,659.0,32,freeShipping,0,0,GUNESPORT,52,9
2494,Nike WMNS Revolutıon 4 Kadın Günlük Ayakkabı 908999-606,419.0,440.0,5,freeShipping,0,0,Finalsport,72,9
2495,New Balance Kadın Günlük Spor Ayakkabı U420MNC,449.0,610.0,26,freeShipping,0,0,MercurySport,95,9
2496,SCOOTER Erkek Bot M5121CSV8,409.0,0.0,0,freeShipping,0,0,White-Starss,100,9
2497,LESCON GALAXY BASKETBOL AYAKKABI,449.0,493.0,9,freeShipping,0,0,barışayakkabı,94,9
2498,Nike Downshifter 10 Cj2067 Sıyah_Beyaz,409.0,0.0,0,freeShipping,0,0,esintispor,98,9
2499,Erkek - Hakiki Deri - Spor Ayakkabı & Sneaker,420.0,489.0,14,freeShipping,0,0,stepbystep,0,9
2500,V RACER 2.0 CBLACK/FTWWHT/GREFIV,449.0,0.0,0,freeShipping,0,0,SneaksBuy,67,9
2501,Downshıfter 10 (Gs) Kadın Yürüyüş Koşu Ayakkabı Cj2066-003-gri,449.0,599.0,25,freeShipping,100,1,FULLSTAR,77,9
2502,adidas LİTE RACER 2.0 AYAKKABI eg3295,412.0,469.0,12,freeShipping,0,0,KUZEYTACISPOR,98,9
2503,Nike Son Of Force 616775-005 Unisex Spor Ayakkabı,449.0,599.0,25,freeShipping,0,0,isteshop,93,9
2504,PUMA FLYER RUNNER 192257-41,429.0,509.0,16,freeShipping,0,0,EYMSPOR,95,9
2505,PUMA PUMA COMET 2 FS 194273-14,439.0,469.0,6,freeShipping,100,1,EYMSPOR,95,9
2506,BULLDOZER 211417 BEYAZ ERKEK SPOR AYAKKABI,440.0,480.0,8,freeShipping,0,0,BULLDOZER,91,9
2507,Puma Spirit Turf Erkek Halı Saha Ayakkabısı 104499-01,419.0,0.0,0,freeShipping,100,1,ARMASPOR,99,9
2508,NIKE AT7999-410 VAPOR 13 CLUP TF ERKEK HALISAHA AYAKKABI LACİVERT,431.0,0.0,0,freeShipping,0,0,markahit,98,9
2509,1014 Celal Gültekin Erkek Ayakkabı Beyaz/Mavi,449.0,0.0,0,freeShipping,0,0,celalgültekin,98,9
2510,Asics Gel-Excıte Günlük Kadın Ayakkabı,449.0,569.0,21,freeShipping,100,1,T-Sport,88,9
2511,Yüksek Tabanlı Siyah Spor Ayakkabısı,400.0,0.0,0,noShipping,0,0,ModaEleysa,0,9
2512,ADİDAS RUN70S (B96558) RETRO MODERN SİYAH ERKEK GÜNLÜK SPOR,405.0,559.0,28,freeShipping,0,0,markazamani,0,9
2513,Puma 044  194273-13 Erkek Siyah Comet 2 Fs Koşu Ayakkabısı,440.0,550.0,20,freeShipping,0,0,ARMESPORT,100,9
2514,Reef Flex Erkek Terlik,439.0,0.0,0,freeShipping,0,0,HuskyOutdoor,0,9
2515,23402 Celal Gültekin Kadın Ayakkabı Beyaz/Siyah,449.0,0.0,0,freeShipping,0,0,celalgültekin,98,9
2516,PUMA 371115-02 TURINO STACKED BAYAN GÜNLÜK YÜKSEK TABAN SPOR AYAK,444.0,0.0,0,freeShipping,0,0,markahit,98,9
2517,Nike Renew Lucent Unısex Spor Ayakkabı,449.0,599.0,25,freeShipping,0,0,fittspor,0,9
2518,Pabucmarketi Hakiki Deri Siyah Erkek Günlük Ayakkabı,423.0,0.0,0,freeShipping,0,0,SonixDağıtım,0,9
2519,Under Armour - Basketbol Ayakkabısı - Ua Jet,499.0,849.0,41,freeShipping,100,11,UnderArmour,92,10
2520,Under Armour - Basketbol Ayakkabısı - Ua Jet,499.0,849.0,41,freeShipping,90,3,UnderArmour,92,10
2521,Under Armour - Basketbol Ayakkabısı - Ua Jet,499.0,849.0,41,freeShipping,100,2,UnderArmour,92,10
2522,NIKE AIR MAX 270 REACT KADIN SPOR AYAKKABI CZ0372 101,500.0,999.0,50,noShipping,100,2,loft_35,100,10
2523,Nike Mercurial Vapor 13 Academy Krampon (Dar kalıp),489.0,750.0,35,freeShipping,100,8,olimpikspor,96,10
2524,Skechers Summits Siyah Kadın Spor Ayakkabı,479.0,653.0,27,freeShipping,100,2,GizerlerGiyim,98,10
2525,ADİDAS SUPERSTAR KADIN SPOR AYAKKABI - EF5398,499.0,749.0,33,noShipping,100,1,Spormarkt,99,10
2526,Nike Krampon CU5692-600 VAPOR 14 CLUB FG/MG,469.0,500.0,6,freeShipping,100,2,Kral_Spor,100,10
2527,Nike T-Lite XI Erkek Spor Ayakkabı (616544 007),480.0,539.0,11,noShipping,0,0,VARDARSPOR,86,10
2528,ADİDAS HOOPS 2.0 UNISEX SPOR AYAKKABI - FY8626,499.0,549.0,9,noShipping,0,0,Spormarkt,99,10
2529,Adidas Response Run Erkek Koşu Ayakkabısı FY9576 Siyah,454.0,649.0,30,freeShipping,90,2,KORAYSPOR,95,10
2530,Under Armour - Koşu Ayakkabısı - Ua W Charged Rogue 2.5,469.0,849.0,45,freeShipping,100,1,UnderArmour,92,10
2531,Converse M9160C Kadın Ayakkabısı M9160C Siyah,499.0,679.0,27,freeShipping,0,0,KORAYSPOR,95,10
